LFQ intensity delta10G-1-3h	LFQ intensity delta10G-2-3h	LFQ intensity delta10G-3-3h	LFQ intensity wt-1-3h	LFQ intensity wt-2-3h	LFQ intensity wt-3-3h	Protein names	Gene names
34.72766	34.33664	34.69732	34.70877	34.26031	34.23349	Superoxide dismutase [Fe]	sodB
32.76078	32.5766	33.03808	32.47935	32.44334	32.70545	Single-stranded DNA-binding protein	ssb
28.52474	28.67077	28.24218	28.53805	28.84386	28.75659	Thiamine-monophosphate kinase	thiL
28.55326	28.20844	27.90759	28.07224	28.10579	28.46952	Thioredoxin-2	trxC
30.14662	30.03748	29.82011	29.45912	29.22495	29.96403	Small-conductance mechanosensitive channel	mscS
29.35915	29.7329	29.95283	30.038	30.06034	30.44678	Transposase InsH for insertion sequence element IS5T;Transposase InsH for insertion sequence element IS5R;Transposase InsH for insertion sequence element IS5LO;Transposase InsH for insertion sequence element IS5K;Transposase InsH for insertion sequence element IS5I;Transposase InsH for insertion sequence element IS5H;Transposase InsH for insertion sequence element IS5F;Transposase InsH for insertion sequence element IS5D;Transposase InsH for insertion sequence element IS5B;Transposase InsH for insertion sequence element IS5A	insH11;insH10;insH9;insH8;insH7;insH6;insH4;insH3;insH2;insH1
25.85181	25.887	24.4038	26.7335	26.47661	27.0011	Enterobactin synthase component E	entE
30.77525	31.30726	30.9565	31.35584	31.60845	31.63534	Long-chain fatty acid transport protein	fadL
29.11944	29.83268	29.72136	29.38049	29.90956	29.75302	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	murF
28.41401	28.89692	28.4953	28.32049	28.39116	28.77382	"1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD"	ampD
24.77037	24.75124	24.90495	24.6435	24.93885	24.71125	Probable bifunctional chitinase/lysozyme;Chitinase;Lysozyme	chiA
28.14263	28.94196	28.90498	29.6561	28.90985	29.66267	Fe(3+) dicitrate-binding periplasmic protein	fecB
26.82202	27.07357	27.43944	26.17558	27.03863	27.20266	Glucitol operon repressor	srlR
26.84805	26.79761	26.55287	26.51114	26.86219	26.73312	Sensor protein RstB	rstB
30.18163	29.50699	29.59806	29.46706	29.94042	29.41581	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase	lpxD
28.73947	29.37898	29.40623	28.76907	28.98397	29.20732	Thymidine kinase	tdk
27.84356	28.04864	27.79179	27.14744	27.50097	27.7226	Apolipoprotein N-acyltransferase	lnt
28.39182	27.99626	27.87127	26.88704	27.35565	27.02105	Maf-like protein YhdE	yhdE
27.55859	27.58391	27.44324	27.22665	27.02528	27.68311	Lipopolysaccharide core heptosyltransferase RfaQ	rfaQ
28.46595	28.39501	28.21308	28.33381	28.30295	28.01441	High frequency lysogenization protein HflD	hflD
28.85596	28.66905	28.72573	28.33061	28.58391	28.44028	Chorismate pyruvate-lyase	ubiC
29.1589	29.48039	29.34138	29.64253	29.89585	29.85545	50S ribosomal protein L16 arginine hydroxylase	roxA
27.16279	27.20313	27.60731	27.85031	27.58276	27.53066	Aminodeoxychorismate lyase	pabC
28.68946	28.86213	28.81029	29.24066	29.25129	29.40773	Ferredoxin--NADP reductase	fpr
26.75812	26.91331	27.07694	27.11862	27.13888	27.27471	3-isopropylmalate dehydrogenase	leuB
27.95432	28.03186	28.12031	28.05579	28.31441	28.40876	ABC transporter arginine-binding protein 1	artJ
31.23392	31.48606	30.71244	31.51117	30.8047	31.28024	3-methyl-2-oxobutanoate hydroxymethyltransferase	panB
29.84269	30.40466	30.57542	30.58549	30.61078	30.82495	Uncharacterized lipoprotein YedD	yedD
24.96534	24.59161	23.06083	25.41422	24.93508	24.53712	Uncharacterized protein YdeI	ydeI
29.6973	29.69332	30.3833	30.19648	30.0397	30.4448	Protein YiiM	yiiM
26.84218	27.5139	26.7433	27.59221	26.93461	27.46684	Uncharacterized protein YehS	yehS
26.0189	26.23911	26.47294	26.03796	24.55719	25.79764	ABC transporter ATP-binding protein YojI	yojI
30.65344	29.72385	29.52496	29.09404	29.43547	29.80192	2-dehydro-3-deoxygluconokinase	kdgK
26.28272	26.86691	26.99949	27.17379	27.14024	26.52935	Protein BcsE homolog	bcsE
26.29983	26.06347	26.13156	26.89006	26.99906	27.17131	Uncharacterized HTH-type transcriptional regulator YfhH	yfhH
31.30519	31.59455	31.4909	31.4177	31.7749	31.93072	50S ribosomal protein L3 glutamine methyltransferase	prmB
29.58352	29.35382	28.98014	28.64186	29.13827	28.71401	Uncharacterized protein YtfB	ytfB
28.04822	28.37501	27.90075	27.6981	27.78307	28.37977	Lipoprotein NlpE	nlpE
29.98427	30.2483	29.94266	30.13112	29.84035	29.95352	N-acetylmannosamine kinase	nanK
25.91873	26.48789	24.57508	25.28397	26.49794	25.66166	Uncharacterized protein YhfK	yhfK
26.34113	26.40913	26.27457	26.43524	26.34255	26.00316	HTH-type transcriptional regulator FrlR	frlR
28.43066	28.41792	27.47877	27.70293	27.78731	27.7649	ADP compounds hydrolase NudE	nudE
28.82908	28.79266	28.78357	28.87628	29.05424	29.14526	"Quercetin 2,3-dioxygenase"	yhhW
27.70438	27.8864	27.47537	27.78082	27.32208	28.305	mRNA endoribonuclease LS	rnlA
25.74134	26.16025	25.241	25.94532	25.45845	25.6545	Stationary phase-inducible protein CsiE	csiE
27.23261	27.32432	27.42526	27.33211	27.27311	27.33892	TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase	wecF
27.02221	26.53485	26.39313	25.44922	25.86349	26.18899	Glucose-1-phosphate thymidylyltransferase 2	rmlA2
27.98425	28.19423	27.99927	27.98207	28.23187	28.04213	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	ispE
27.37451	27.10749	26.27624	27.14482	26.71437	25.90614	Low affinity potassium transport system protein kup	kup
29.40066	29.75826	29.44275	29.55512	29.90383	29.29415	Probable phospholipid import ATP-binding protein MlaF	mlaF
28.26186	28.33352	28.67212	28.79798	28.65482	28.63336	Uncharacterized protein YpfJ	ypfJ
28.40296	28.32363	29.17274	28.52873	28.9667	28.53014	Transcriptional regulator YqjI	yqjI
31.09779	31.15569	31.21008	30.97199	31.24445	31.14133	Uncharacterized protein YraP	yraP
29.64564	30.03643	29.85279	30.3956	30.39079	29.55625	"6-carboxy-5,6,7,8-tetrahydropterin synthase"	queD
26.51319	26.45337	26.50012	26.33528	26.60357	26.70372	Endonuclease V	nfi
25.08468	26.12019	25.44164	25.08278	25.22623	25.10821	Putative prophage CP4-6 integrase	intF
28.47522	28.83768	28.43901	28.6318	28.81118	28.59733	Uncharacterized protein YbgK	ybgK
30.83696	31.11545	30.42632	30.22826	30.50531	29.9806	Uncharacterized lipoprotein YbjP	ybjP
26.65458	26.8853	26.3521	26.89804	26.27991	26.10502	Inner membrane protein YccS	yccS
26.84206	27.40949	27.31043	27.3356	27.14482	27.69783	UPF0053 protein YegH	yegH
27.99755	28.0078	27.73014	27.56267	27.75951	27.49922	Uncharacterized protein YfeY	yfeY
29.43	29.57407	28.45768	28.28692	29.32236	28.99145	UPF0070 protein YfgM	yfgM
29.0126	29.37163	29.0106	29.22276	29.89474	29.42113	Bactoprenol glucosyl transferase homolog from prophage CPS-53	yfdH
29.11419	29.25894	29.81111	30.258	30.46451	30.56438	Uncharacterized symporter YdjN	ydjN
27.3304	27.79526	27.35195	27.45873	27.31907	26.3805	Uncharacterized protein YagF	yagF
28.71322	28.86991	29.25241	28.83846	29.26141	29.66838	Spheroplast protein Y	spy
27.91411	28.20583	27.7474	27.31821	28.19296	28.01701	Uncharacterized protein YqiC	yqiC
27.84619	27.64382	27.98533	27.75283	27.89908	27.92218	ADP-ribose pyrophosphatase	nudF
24.8974	26.57672	25.73696	26.33433	26.76091	27.09386	HTH-type transcriptional regulator GalR	galR
27.39795	27.70055	27.8828	27.77906	27.69657	27.59527	Uncharacterized protein YgeA	ygeA
25.69291	26.2054	26.50936	26.87056	27.00475	26.74855	Lipoprotein 28	nlpA
29.39654	29.59852	29.04502	28.58599	28.9359	29.71805	Vitamin B12 transport periplasmic protein BtuE	btuE
27.5957	27.48899	27.03674	27.29667	27.63796	27.46762	Cystathionine beta-lyase MetC	metC
26.95216	27.75551	27.33671	27.93241	27.91906	27.32877	Lysophospholipase L2	pldB
24.92216	24.30145	24.47525	25.25994	24.88744	23.86439	Phosphate regulon sensor protein PhoR	phoR
26.84026	27.36536	27.00185	26.3138	26.69232	27.15248	Uroporphyrinogen-III synthase	hemD
31.11582	31.17254	31.50942	31.04199	31.45003	31.77898	Polyamine aminopropyltransferase	speE
26.41795	26.01555	26.03601	25.39126	25.01436	24.42988	Acetylglutamate kinase	argB
33.14745	33.42455	33.00853	33.30117	33.60598	33.31851	Elongation factor P	efp
29.06088	29.31665	29.09252	29.25847	29.25827	29.50051	S-adenosylmethionine:tRNA ribosyltransferase-isomerase	queA
30.82646	30.66492	30.30498	30.38926	29.96003	29.50256	Ribosome-binding factor A	rbfA
28.1831	27.96873	28.9561	28.25345	28.33044	28.10959	Ribonuclease HI	rnhA
33.75494	34.34149	34.21675	33.971	34.25659	33.75464	Thiol peroxidase	tpx
30.86297	30.66797	30.06137	30.16303	30.23284	30.50038	Nucleoid-associated protein YbaB	ybaB
26.41493	27.25988	27.28718	27.00271	27.13897	27.11158	UPF0178 protein YaiI	yaiI
27.65895	26.80587	27.89614	27.17817	26.69458	26.73337	O-acetyl-ADP-ribose deacetylase	ymdB
30.30389	30.22136	30.51569	30.36963	30.52599	30.5483	Der GTPase-activating protein YihI	yihI
30.08385	31.19871	30.58728	31.39489	31.72988	31.20798	tRNA (guanine-N(7)-)-methyltransferase	trmB
27.87326	27.36761	27.54119	26.67142	26.512	27.6618	Ribosomal protein L11 methyltransferase	prmA
28.95041	29.17938	29.19028	28.35699	28.66133	28.74294	Met repressor	metJ
29.67071	29.62519	29.32446	29.37685	29.22981	29.36874	Alpha-D-glucose-1-phosphate phosphatase YihX	yihX
31.3954	31.63235	30.88278	30.74214	30.82866	30.45689	Nucleoside-specific channel-forming protein tsx	tsx
26.20816	25.40198	26.3507	26.16444	25.47877	26.84338	Zinc import ATP-binding protein ZnuC	znuC
27.39272	27.91952	28.35005	27.18386	27.51743	28.13604	Endonuclease III	nth
32.34868	32.40159	32.52225	32.47211	32.25589	32.54704	ATP synthase subunit delta	atpH
30.95574	31.53871	31.96726	32.22487	32.39369	32.24508	Cytochrome bo(3) ubiquinol oxidase subunit 1	cyoB
29.10272	28.44518	28.60474	27.47143	27.55625	27.63831	Glycerol-3-phosphate regulon repressor	glpR
26.89608	27.73918	27.67936	27.42758	27.94905	27.87079	Acyl-CoA thioesterase I	tesA
27.07806	27.06805	27.49579	27.10699	26.59477	26.67438	Lipoprotein-releasing system transmembrane protein LolC	lolC
30.55938	30.23877	30.08423	28.82095	30.16806	29.24402	Uncharacterized protein YiaF	yiaF
29.99159	29.93199	30.23797	29.31166	29.68269	29.88185	Uncharacterized protein YibL	yibL
26.51189	25.95564	26.44842	25.40246	24.96089	26.10308	Uncharacterized protein YieE	yieE
28.74791	29.47922	29.80387	30.17712	30.33767	30.23843	Uncharacterized protein YigI	yigI
31.49085	31.44539	31.3727	31.37275	31.35284	31.16603	Protein YgiW	ygiW
30.46402	30.37938	30.57263	30.97083	30.41044	30.68896	tRNA (cytidine/uridine-2-O-)-methyltransferase TrmJ	trmJ
27.16624	27.54119	27.55003	27.47669	27.12908	27.3672	Transcriptional regulatory protein YpdB	ypdB
27.03967	26.35171	26.77027	26.40819	25.45933	26.42648	"3,5-cyclic adenosine monophosphate phosphodiesterase CpdA"	cpdA
30.21813	30.71874	31.12368	31.22694	30.88293	30.6617	5-methylthioadenosine/S-adenosylhomocysteine nucleosidase	mtnN
26.57186	27.05466	27.02073	26.75595	26.49071	26.25227	Phosphate regulon transcriptional regulatory protein PhoB	phoB
29.97008	29.9776	30.13001	29.88716	29.99577	30.3116	Low-affinity inorganic phosphate transporter 1	pitA
27.94352	28.16466	28.45278	28.28965	28.07801	28.16418	C4-dicarboxylic acid transporter DauA	dauA
32.08262	31.51004	31.32678	30.38864	31.53004	31.10612	Uncharacterized protein YibN	yibN
29.34549	30.31149	29.84537	30.02366	30.2099	30.23991	Protein translocase subunit SecF	secF
26.35197	27.59256	27.43269	27.44932	26.76218	28.06162	Superoxide dismutase [Cu-Zn]	sodC
24.12542	25.10478	25.36038	24.43651	24.96115	24.60145	Sulfur acceptor protein CsdE	csdE
27.34062	27.52992	27.36026	27.53029	27.64506	27.37053	tRNA (guanosine(18)-2-O)-methyltransferase	trmH
28.40182	27.47591	28.0451	28.51058	28.36782	29.0353	tRNA (cytidine(34)-2-O)-methyltransferase	trmL
33.51312	33.88276	33.52321	33.29584	33.89835	33.85508	50S ribosomal protein L18	rplR
29.75734	29.19655	29.61907	29.13104	29.26481	29.20904	Small heat shock protein IbpB	ibpB
28.5742	28.0608	28.3009	28.1822	28.32809	27.99383	Proline/betaine transporter	proP
27.53757	27.94821	28.21817	27.71457	29.11461	28.94123	Carbon starvation protein A	cstA
28.45057	28.79838	27.55844	28.45282	28.7592	28.46385	Uncharacterized protein YigA	yigA
28.20727	28.28881	28.62899	28.07342	28.7315	28.95049	Lipid A biosynthesis myristoyltransferase	lpxM
27.18754	27.02168	26.2396	26.18931	26.76926	26.76446	Holo-[acyl-carrier-protein] synthase	acpS
27.21891	27.2732	26.6799	27.30191	27.46747	26.79588	Protein HtrL	htrL
27.65403	27.86809	27.19357	27.92536	28.11545	27.94715	UDP-N-acetyl-D-mannosaminuronic acid transferase	wecG
27.67627	27.76913	27.78974	27.63762	27.91553	27.40527	Probable tRNA (adenine(37)-N6)-methyltransferase	tsaA
28.73831	28.85308	29.04633	27.94559	28.78226	28.7505	Molybdopterin synthase catalytic subunit	moaE
29.25498	28.91442	28.49777	28.46871	28.07378	28.57095	Nitrate/nitrite response regulator protein NarP	narP
28.06075	27.51698	28.00357	27.22748	27.20041	27.73492	Protein FdhD	fdhD
29.17169	29.19206	29.31516	29.33464	28.93123	29.36672	Uncharacterized protein YjaG	yjaG
26.3685	28.04495	26.64678	25.47602	26.81458	25.76007	Putative cyclic-di-GMP phosphodiesterase YjcC	yjcC
26.33884	27.08649	26.34896	26.93731	26.77643	26.66763	Uncharacterized Na(+)/H(+) exchanger YjcE	yjcE
25.48419	25.53845	26.22317	26.27546	25.29186	26.07069	tRNA-dihydrouridine synthase C	dusC
28.13305	28.21494	28.39701	28.09058	28.57047	28.95649	Probable HTH-type transcriptional regulator LrhA	lrhA
31.52505	31.72996	31.36207	31.2255	31.72293	31.74491	Universal stress protein F	uspF
28.55227	28.59246	29.06795	28.74246	28.49179	28.95349	Inner membrane protein YbaL	ybaL
27.97109	27.56674	27.81519	27.92982	27.93179	27.12554	Membrane-bound lytic murein transglycosylase B	mltB
24.57109	24.56883	24.09804	24.36058	24.52115	24.34428	Pirin-like protein YhaK	yhaK
26.66546	27.32809	26.28671	24.97609	25.34194	26.1114	Protein YhbO	yhbO
30.36275	29.9986	29.38035	30.58082	30.36942	29.98658	Uncharacterized protein YbgF	ybgF
27.27097	26.86361	27.59242	27.12396	26.9157	27.78113	S-formylglutathione hydrolase FrmB	frmB
28.25921	26.34389	30.02075	27.43865	27.79445	27.72501	Oxygen-independent coproporphyrinogen-III oxidase-like protein YggW	yggW
25.82949	25.49814	25.19903	26.17689	26.64072	26.51692	Glycolate oxidase subunit GlcE	glcE
30.31668	30.77463	30.81528	30.3616	30.58647	30.9761	Guanylate kinase	gmk
28.91835	28.6986	28.44632	28.19737	27.89389	28.60123	Uncharacterized protein YeaK	yeaK
26.63201	26.79576	27.56638	26.79017	26.55577	26.18529	Uncharacterized protein YrbL	yrbL
30.21581	29.85498	29.93213	29.62885	30.19296	30.15581	Uncharacterized protein YheO	yheO
30.03039	30.26137	30.01172	30.17926	29.94098	29.59866	Uncharacterized Nudix hydrolase YfcD	yfcD
28.61446	27.81274	27.79346	28.03086	27.73989	27.38607	Copper homeostasis protein CutC	cutC
33.99091	34.3405	34.58704	34.32523	34.25743	34.54311	30S ribosomal protein S21	rpsU
32.06981	31.79071	31.61316	31.86633	31.73828	31.40096	Adenine phosphoribosyltransferase	apt
33.40806	33.19812	33.20049	33.26165	32.69104	32.49039	Galactitol-specific phosphotransferase enzyme IIA component	gatA
27.6224	27.37956	27.58405	27.68786	27.61828	27.49137	Probable N-acetylneuraminic acid outer membrane channel protein NanC	nanC
28.52869	28.47084	28.612	28.30482	28.4346	29.28107	Ribosomal RNA large subunit methyltransferase F	rlmF
29.62349	29.31892	29.55907	29.77036	29.77255	29.72899	Uncharacterized protein YccU	yccU
28.34562	28.55783	28.82941	28.36624	28.81495	29.11627	Lipoprotein-releasing system ATP-binding protein LolD	lolD
29.36636	29.62907	29.13971	28.86065	28.74842	28.81757	NAD-dependent protein deacylase	cobB
27.50438	27.0702	27.104	26.97071	27.19018	27.92247	Uncharacterized protein YcgM	ycgM
27.99577	28.71132	27.87766	27.9782	28.44328	28.41559	Murein tetrapeptide carboxypeptidase	ldcA
26.06056	25.43396	25.90159	24.8899	24.83803	25.86335	Protein YnjB	ynjB
25.70715	25.34827	25.79588	23.49326	27.30252	23.87886	"Bifunctional polymyxin resistance protein ArnA;UDP-4-amino-4-deoxy-L-arabinose formyltransferase;UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating"	arnA
27.47305	27.31268	27.1931	26.71738	27.78	27.19563	Hydrolase YafV	yafV
31.284	30.55947	30.75915	29.93298	30.16663	30.53102	Anthranilate synthase component 1	trpE
29.37873	29.43897	29.55777	28.7543	28.68709	28.72641	Glucitol/sorbitol-specific phosphotransferase enzyme IIA component	srlB
26.78157	26.84518	26.36128	25.87211	26.09231	26.28413	Regulatory protein SdiA	sdiA
28.28679	28.50313	27.96796	28.9471	27.95499	28.26396	Phosphoribosylglycinamide formyltransferase	purN
34.93693	35.38889	34.90311	35.15051	35.03686	35.27562	10 kDa chaperonin	groS
27.86715	27.94921	27.68499	27.06188	27.90127	27.83768	Nicotinamide-nucleotide amidohydrolase PncC	pncC
30.47354	30.32785	30.22561	30.19507	30.30487	30.83974	N utilization substance protein B	nusB
35.28933	35.57827	35.39605	35.21187	35.22644	35.61421	30S ribosomal protein S11	rpsK
31.20128	31.47441	31.33037	31.37731	31.52781	31.36713	Probable transcriptional regulatory protein YeeN	yeeN
29.05535	29.11803	29.54427	29.37015	29.4074	29.83525	Ribosome maturation factor RimP	rimP
31.72814	31.62052	31.89703	30.88925	31.26763	31.81589	Bacterial non-heme ferritin	ftnA
31.93431	32.31684	32.49491	32.58347	32.53422	32.61311	Xanthine phosphoribosyltransferase	gpt
26.86408	26.37496	27.1279	26.75621	26.52132	27.24345	HTH-type transcriptional regulator PuuR	puuR
28.19517	27.6318	27.8147	27.63249	27.7368	27.77178	Uncharacterized lipoprotein YeaY	yeaY
27.76888	27.16433	27.30191	26.72741	27.0277	25.9417	Uncharacterized protein YaeQ	yaeQ
25.24285	26.38532	25.83147	24.96763	25.75697	25.45174	Multidrug resistance-like ATP-binding protein MdlB	mdlB
30.37109	30.32646	30.75422	30.4342	30.07826	30.28659	Uncharacterized protein YceD	yceD
29.84136	30.11272	30.45238	30.64065	30.44263	30.48606	Magnesium transport protein CorA	corA
29.85964	29.92861	28.79095	29.15579	29.90971	29.66888	Dihydrofolate reductase	folA
25.91796	27.29964	27.23581	26.70094	27.28277	26.93888	tRNA-dihydrouridine synthase B	dusB
29.30752	29.2185	29.21009	29.47738	29.51064	29.22334	Biopolymer transport protein ExbB	exbB
29.66704	29.38024	29.9654	29.84289	29.5769	29.81453	Protein TolQ	tolQ
28.68258	28.39096	27.50082	26.59406	27.27044	27.24254	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC	kdsC
30.80247	31.27858	31.73255	31.34011	31.62867	31.7126	"D-erythro-7,8-dihydroneopterin triphosphate epimerase"	folX
30.60116	30.75947	31.32496	31.31538	31.18471	30.84386	HIT-like protein HinT	hinT
28.08618	27.94654	27.53208	27.2379	27.71175	27.29053	Deoxyribose operon repressor	deoR
26.77002	27.67768	27.56478	27.70061	27.82572	27.68171	L-fucose operon activator	fucR
26.91251	26.17257	26.80526	26.22055	26.38795	26.82287	Uncharacterized HTH-type transcriptional regulator YihL	yihL
27.53927	28.08172	27.93787	28.00619	28.00523	28.31928	HTH-type transcriptional regulator UidR	uidR
28.21896	28.41933	28.05807	28.03028	28.46162	28.57449	HTH-type transcriptional regulator YjdC	yjdC
27.26589	27.05951	27.26186	27.1547	27.15933	27.46123	Uncharacterized protein YdcH	ydcH
27.31847	27.19573	27.02686	27.44419	26.84721	26.77794	Transcriptional regulatory protein DcuR	dcuR
27.5837	27.16595	27.47166	26.65635	26.09985	26.81787	Uncharacterized protein YecA	yecA
26.55492	27.37667	27.3244	27.31907	26.73854	27.48055	Inner membrane protein YejM	yejM
32.6576	31.07693	31.04817	30.83741	30.90031	31.172	Ribosome-associated inhibitor A	raiA
33.548	33.61927	33.517	33.36019	33.77902	33.6532	50S ribosomal protein L23	rplW
27.01276	26.53752	27.28806	26.12884	25.92929	26.99787	Low conductance mechanosensitive channel YnaI	ynaI
31.25124	31.01843	30.00985	30.29022	30.87935	30.66212	Protein DcrB	dcrB
30.4684	30.4341	30.35184	30.33213	30.66119	30.18139	Thiol:disulfide interchange protein DsbC	dsbC
